1001-HV-C-L-01,9240,97,1,4,103,0,14,145,1
1002-HV-C-L-01,9431,45,8,3,23,0,2,92,1
1005-HV-C-L-01,9088,108,17,17,122,1,13,238,1
1008-HV-C-L-01,9149,89,1,3,77,0,17,268,1
1009-HV-C-L-01,9048,95,22,10,144,1,30,254,1
1010-HV-C-L-01,9103,133,2,14,126,2,20,204,1
1012-HV-C-L-01,9243,71,14,2,110,0,15,149,1
1013-HV-C-L-01,9200,87,15,8,109,1,13,171,1
1018-HV-C-L-01,9311,63,14,2,92,0,16,106,1
1019-HV-C-L-01,9059,132,2,13,143,0,27,228,1
1020-HV-C-L-01,9188,98,1,4,91,0,13,209,1
1021-HV-C-L-01,9224,103,1,6,110,0,17,143,1
1025-HV-C-L-01,9254,70,12,5,107,0,10,146,1
1029-HV-C-L-01,9222,91,1,9,84,1,8,188,1
1031-HV-C-L-01,9314,46,7,8,33,0,6,190,1
1037-HV-C-L-01,9167,98,11,12,80,0,10,226,1
1039-HV-C-L-01,9147,81,16,11,90,2,18,239,1
1040-HV-C-L-01,9355,70,2,3,86,1,9,78,1
1047-HV-C-L-01,9291,106,0,4,82,1,5,115,1
1048-HV-C-L-01,9298,71,2,5,78,0,8,142,1
1049-HV-C-L-01,9238,69,17,6,77,1,8,188,1
1050-HV-C-L-01,9313,29,12,1,59,0,15,175,1
1051-HV-C-L-01,9223,84,0,8,86,0,10,193,1
1052-HV-C-L-01,9291,77,0,5,80,0,11,140,1
1053-HV-C-L-01,9155,83,13,8,80,0,15,250,1
1054-HV-C-L-01,9200,66,11,8,78,0,16,225,1
1055-HV-C-L-01,9286,49,4,4,76,1,16,168,1
1056-HV-C-L-01,9282,91,7,4,101,0,11,108,1
1057-HV-C-L-01,9253,84,12,5,89,0,6,155,1
1058-HV-C-L-01,9468,42,0,2,37,0,4,51,1
1061-HV-C-L-01,9166,86,14,7,110,0,14,207,1
1062-HV-C-L-01,9359,84,0,4,66,1,3,87,1
1063-HV-C-L-01,9329,70,1,3,76,2,6,117,1
1064-HV-C-L-01,9135,99,0,10,85,0,15,260,1
1065-HV-C-L-01,9185,61,16,4,84,0,16,238,1
1067-HV-C-L-01,9348,70,11,4,76,0,4,91,1
1068-HV-C-L-01,9263,68,14,7,110,0,17,125,1
1070-HV-C-L-01,9404,46,12,1,64,0,2,75,1
1071-HV-C-L-01,9270,80,2,6,76,0,8,162,1
1072-HV-C-L-01,9235,55,15,6,87,0,15,191,1
1073-HV-C-L-01,9196,101,15,5,103,3,7,174,1
1074-HV-C-L-01,9035,143,1,12,160,3,19,231,1
1075-HV-C-L-01,9255,101,1,3,106,0,13,125,1
1076-HV-C-L-01,9446,36,8,3,47,0,5,59,1
1078-HV-C-L-01,9434,43,8,5,33,0,1,80,1
1082-HV-C-L-01,9280,73,8,3,79,0,7,154,1
1083-HV-C-L-01,9242,83,8,6,90,1,8,166,1
1085-HV-C-L-01,9229,78,0,4,92,0,15,186,1
1086-HV-C-L-01,9251,86,0,7,100,0,11,149,1
1088-HV-C-L-01,9203,89,1,9,116,0,15,171,1
1096-HV-C-L-01,9391,51,1,1,41,1,6,112,1
1097-HV-C-L-01,9142,154,1,12,105,2,8,180,1
1098-HV-C-L-01,9351,50,1,4,63,0,5,130,1
1103-HV-C-L-01,9248,98,2,5,101,1,10,139,1
1105-HV-C-L-01,9403,47,0,2,64,0,11,77,1
1106-HV-C-L-01,9267,101,1,10,98,0,7,120,1
1109-HV-C-L-01,9333,61,6,4,63,0,4,133,1
1110-HV-C-L-01,9238,57,14,1,81,1,16,196,1
1111-HV-C-L-01,9307,48,12,3,54,0,10,170,1
1112-HV-C-L-01,9136,112,1,11,89,0,14,241,1
1113-HV-C-L-01,9153,104,12,7,97,0,10,221,1
1116-HV-C-L-01,9202,92,1,5,88,0,7,209,1
1121-HV-C-L-01,9035,80,14,13,105,2,19,336,1
1122-HV-C-L-01,9282,85,1,2,83,2,8,141,1
1123-HV-C-L-01,9234,94,2,5,83,2,14,170,1
1124-HV-C-L-01,9246,92,0,7,106,0,8,145,1
1125-HV-C-L-01,9291,74,0,7,84,0,14,134,1
1126-HV-C-L-01,9315,89,1,6,79,0,11,103,1
1127-HV-C-L-01,9369,59,0,2,77,0,7,90,1
1128-HV-C-L-01,9129,110,1,7,135,0,22,200,1
1130-HV-C-L-01,9189,96,15,7,117,0,16,164,1
1131-HV-C-L-01,9244,79,1,1,92,3,13,171,1
1132-HV-C-L-01,9236,70,13,6,66,1,8,204,1
1133-HV-C-L-01,9315,84,1,5,73,0,9,117,1
1134-HV-C-L-01,9153,92,15,10,114,0,18,202,1
1135-HV-C-L-01,9092,109,3,8,95,3,16,278,1
1136-HV-C-L-01,9263,77,0,4,86,0,17,157,1
1137-HV-C-L-01,9189,114,1,10,105,1,13,171,1
1139-HV-C-L-01,9452,27,8,1,51,1,8,56,1
1140-HV-C-L-01,9400,55,9,1,49,0,5,85,1
