1003-HV-C-L-01,1644,495,4307,1522,5867,1734,4700,19731,-1
1003-HV-C-L-02,1884,427,3355,2862,7943,1770,3864,17895,-1
1003-HV-C-L-03,1735,376,4205,1221,6124,1622,4863,19854,-1
1003-HV-C-L-04,1433,224,3905,1017,6412,1422,4576,21011,-1
1003-HV-C-L-05,1740,270,3949,984,6023,1475,4726,20833,-1
1003-HV-C-L-06,2017,221,4098,1057,5578,1690,5034,20305,-1
1004-HV-C-L-01,1568,140,4274,835,6209,1484,4889,20601,-1
1004-HV-C-L-02,1702,151,3930,765,6133,1584,4625,21110,-1
1004-HV-C-L-03,1517,129,4091,816,6709,1432,4627,20679,-1
1004-HV-C-L-04,1714,135,4040,854,6397,1628,4774,20458,-1
1004-HV-C-L-05,1661,159,4128,821,6323,1612,4964,20332,-1
1004-HV-C-L-06,1777,190,4186,892,6199,1611,5103,20042,-1
1006-HV-C-L-01,1635,420,4290,1488,7520,1698,4979,17970,-1
1006-HV-C-L-02,1998,566,4237,1556,6635,1937,5108,17963,-1
1006-HV-C-L-03,1696,492,4375,1621,6805,1694,5092,18225,-1
1006-HV-C-L-04,1527,219,4495,1147,7805,1389,5072,18346,-1
1006-HV-C-L-05,1593,272,4387,1139,8064,1576,5035,17934,-1
1006-HV-C-L-06,1582,286,4511,1215,7693,1549,5185,17979,-1
1006-HV-C-L-07,1349,237,4468,1064,7409,1498,5040,18935,-1
1007-HV-C-L-01,1967,526,3947,1817,7587,1913,4845,17398,-1
1007-HV-C-L-02,1973,234,4338,1202,6054,1620,5212,19367,-1
1007-HV-C-L-03,1943,333,4281,1251,5970,1640,5329,19253,-1
1007-HV-C-L-04,2175,386,4191,1379,5773,1890,5487,18719,-1
1007-HV-C-L-05,2200,536,4170,1535,6009,1883,5282,18385,-1
1007-HV-C-L-06,1958,391,4389,1339,6110,1575,5471,18767,-1
1007-HV-C-L-07,2307,556,4320,1625,5858,1841,5632,17861,-1
1011-HV-C-L-01,1401,672,4536,3155,10033,2356,4585,13262,-1
1011-HV-C-L-02,1410,742,4657,5206,10442,2450,4010,11083,-1
1011-HV-C-L-03,1383,554,4903,3164,8889,2128,4682,14297,-1
1011-HV-C-L-04,1186,511,5021,3461,9433,2088,4479,13821,-1
1011-HV-C-L-05,1112,449,4850,3234,10155,1952,4509,13739,-1
1011-HV-C-L-06,1398,506,4771,2996,9638,2094,4615,13982,-1
1014-HV-C-L-01,1394,372,4794,1869,8050,1753,5244,16524,-1
1014-HV-C-L-02,1531,340,4708,1766,8398,1928,5296,16033,-1
1014-HV-C-L-03,1654,427,4273,1459,7320,1888,4856,18123,-1
1014-HV-C-L-04,1721,308,4523,1474,7157,1722,5270,17825,-1
1014-HV-C-L-05,1875,309,4358,1443,7041,1766,5353,17855,-1
1014-HV-C-L-06,2033,369,4418,1440,7017,1918,5319,17486,-1
1014-HV-C-L-07,2110,354,4502,1619,6669,2033,5417,17296,-1
1014-HV-C-L-08,2305,366,4348,1594,6587,1958,5516,17326,-1
1015-HV-C-L-01,1288,468,4460,2051,9192,1999,4701,15841,-1
1015-HV-C-L-02,1141,397,4107,1613,10499,1779,4335,16129,-1
1015-HV-C-L-03,1406,456,4441,2229,9377,2020,4613,15458,-1
1015-HV-C-L-04,1389,397,4318,1992,9385,2023,4594,15902,-1
1015-HV-C-L-05,1319,389,4255,1840,9492,1932,4609,16164,-1
1015-HV-C-L-06,1287,444,4400,2073,9869,1982,4706,15239,-1
1015-HV-C-L-07,1499,442,4268,1996,9339,2089,4718,15649,-1
1016-HV-C-L-01,1466,321,4794,1548,7667,1698,5152,17354,-1
1016-HV-C-L-02,1627,550,4322,3480,9166,2076,4278,14501,-1
1016-HV-C-L-03,1432,212,4515,1108,7203,1650,4917,18963,-1
1016-HV-C-L-04,1270,209,4826,1098,6932,1448,4972,19245,-1
1016-HV-C-L-05,1165,204,4719,1059,7140,1354,4978,19381,-1
1016-HV-C-L-06,1244,179,4900,1052,7146,1472,5111,18896,-1
1016-HV-C-L-07,1307,236,4669,1099,7426,1460,4954,18849,-1
1016-HV-C-L-08,1304,202,4868,1199,7497,1483,5083,18364,-1
1017-HV-C-L-01,1409,757,4669,4318,10764,2708,4320,11055,-1
1017-HV-C-L-02,1300,750,4828,3890,11025,2600,4505,11102,-1
1017-HV-C-L-03,1436,626,4785,3374,10535,2457,4780,12007,-1
1017-HV-C-L-04,1264,694,4591,3657,10952,2422,4484,11936,-1
1017-HV-C-L-05,1188,651,4585,3593,11073,2319,4369,12222,-1
1017-HV-C-L-06,1340,744,4784,3647,10545,2533,4626,11781,-1
1017-HV-C-L-07,1364,700,4763,4006,10669,2435,4659,11404,-1
1022-HV-C-L-01,1411,534,4409,3673,10790,2152,4013,13018,-1
1022-HV-C-L-02,1339,420,4298,2012,8547,1835,4498,17051,-1
1022-HV-C-L-03,1144,426,4573,2222,9330,1804,4579,15922,-1
1022-HV-C-L-04,1315,344,4375,2205,9342,1735,4680,16004,-1
1022-HV-C-L-05,1400,395,4170,2029,9259,1911,4436,16400,-1
