1001-HV-C-L-01,12225,2746,7199,9839,6985,49,140,21,1
1001-HV-C-L-02,12041,2584,7485,11822,5070,116,77,9,1
1001-HV-C-L-03,10044,3220,7347,11534,6810,138,95,16,1
1001-HV-C-L-04,10566,2975,7081,9558,8785,78,149,12,1
1001-HV-C-L-05,11550,2728,7223,11349,6154,94,96,10,1
1001-HV-C-L-06,10735,3126,7239,11152,6695,162,84,11,1
1001-HV-C-L-07,10586,3125,7116,12077,5979,164,132,25,1
1001-HV-C-L-08,12189,2826,7165,9773,7073,80,90,8,1
1001-HV-C-L-09,10014,3352,7125,12359,6063,170,97,24,1
1002-HV-C-L-01,13533,3048,7228,2615,8465,4291,9,15,1
1002-HV-C-L-02,13124,3394,8447,5439,8756,34,9,1,1
1002-HV-C-L-03,15523,3399,6603,2805,7269,3583,5,17,1
1002-HV-C-L-04,15966,2987,5127,2886,7231,4998,0,9,1
1002-HV-C-L-05,14371,2610,6948,2555,8527,4161,12,20,1
1002-HV-C-L-06,15470,3715,6573,3028,7179,3227,2,10,1
1005-HV-C-L-01,10909,2824,6646,12942,5372,211,152,148,1
1005-HV-C-L-02,11963,2639,5826,13337,4874,220,123,222,1
1005-HV-C-L-03,12057,2965,5644,13010,5046,189,101,192,1
1005-HV-C-L-04,11202,2727,5690,13472,5128,354,140,491,1
1005-HV-C-L-05,11741,2506,5775,13303,4961,305,148,465,1
1005-HV-C-L-06,11825,2602,5356,13503,4854,361,159,544,1
1005-HV-C-L-07,14355,2403,5121,13027,3789,206,96,207,1
1008-HV-C-L-01,9452,1835,5385,15549,6220,218,315,230,1
1008-HV-C-L-02,10010,2296,5520,14771,6195,138,200,74,1
1008-HV-C-L-03,10186,2214,5208,14598,6383,207,290,118,1
1008-HV-C-L-04,10826,2362,5810,14075,5788,108,196,39,1
1008-HV-C-L-05,9296,2047,5761,15705,5750,181,292,172,1
1008-HV-C-L-06,9407,1999,5582,15034,6348,242,335,257,1
1008-HV-C-L-07,9525,2505,5840,13637,7003,253,319,122,1
1009-HV-C-L-01,6828,1765,5538,15825,7401,490,884,473,1
1009-HV-C-L-02,6891,1881,5147,15581,7947,534,752,471,1
1009-HV-C-L-03,7718,1848,5749,16260,6324,428,598,279,1
1009-HV-C-L-04,7143,1938,5716,16066,6910,454,587,390,1
1009-HV-C-L-05,7387,1821,5718,15756,7154,356,670,342,1
1009-HV-C-L-06,7767,1929,5964,15855,6470,334,593,292,1
1009-HV-C-L-07,7809,1930,5957,15477,6654,469,564,344,1
1009-HV-C-L-08,7288,1766,5907,16557,6427,434,592,233,1
1010-HV-C-L-01,8151,2324,4753,14400,7716,511,567,782,1
1010-HV-C-L-02,8235,2225,5006,14706,7207,547,563,715,1
1010-HV-C-L-03,8797,2335,4743,14574,7395,367,468,525,1
1010-HV-C-L-04,8887,2628,5384,13605,7241,431,555,473,1
1010-HV-C-L-05,9215,3409,4104,15587,5634,394,390,471,1
1012-HV-C-L-01,9946,3140,6228,12936,6608,111,196,39,1
1012-HV-C-L-02,9365,3534,6658,13072,6219,136,175,45,1
1012-HV-C-L-03,9772,3299,6452,13227,6010,141,240,63,1
1012-HV-C-L-04,9894,3339,6584,12000,7015,149,167,56,1
1012-HV-C-L-05,9574,3211,6359,12551,7125,153,186,45,1
1012-HV-C-L-06,9617,3353,6702,12630,6384,183,253,82,1
1013-HV-C-L-01,8134,3043,6317,13798,7377,248,166,121,1
1013-HV-C-L-02,8547,2942,5965,13944,7293,202,182,129,1
1013-HV-C-L-03,9425,2659,5931,14100,6570,220,198,101,1
1013-HV-C-L-04,8083,2961,5627,14338,7700,198,158,139,1
1013-HV-C-L-05,8437,2756,5722,14427,7145,300,212,205,1
1013-HV-C-L-06,9188,2771,6248,14003,6547,199,155,93,1
1013-HV-C-L-07,8301,2960,6339,13709,7312,262,169,152,1
1018-HV-C-L-01,11329,2607,6834,13589,4633,70,117,25,1
1018-HV-C-L-02,12139,2737,6557,13097,4436,80,123,35,1
1018-HV-C-L-03,10221,2333,6930,14638,4653,133,178,118,1
1018-HV-C-L-04,10827,2430,6718,14352,4610,123,109,35,1
1018-HV-C-L-05,10603,1935,5612,13894,6641,143,256,120,1
1018-HV-C-L-06,10343,3024,6602,12543,6474,112,87,19,1
1018-HV-C-L-07,9570,2590,5237,12664,8587,104,210,242,1
1019-HV-C-L-01,7996,2134,5459,15515,7137,277,421,265,1
1019-HV-C-L-02,7504,2298,5751,14605,7740,317,496,493,1
1019-HV-C-L-03,7867,2346,5535,13935,8014,350,440,717,1
1019-HV-C-L-04,7504,2422,5976,13904,7984,326,494,594,1
1019-HV-C-L-05,8160,2278,5559,14077,7554,363,484,729,1
1019-HV-C-L-06,8372,2105,5747,14898,6708,337,374,663,1
1019-HV-C-L-07,9107,1886,5137,14923,6687,373,320,771,1
1020-HV-C-L-01,13261,2212,7089,12070,3922,197,240,213,1
1020-HV-C-L-02,13376,2727,6849,11573,4486,64,87,42,1
1020-HV-C-L-03,13335,3090,6987,9974,5515,122,136,45,1
1020-HV-C-L-04,13673,2721,6717,8235,7634,36,136,52,1
1020-HV-C-L-05,13654,2554,7024,11611,4120,115,88,38,1
1020-HV-C-L-06,14643,2512,7048,10189,4566,105,104,37,1
